#####################################################################################
## Column descriptions:
## GRBname: GRB name.
## Trig_ID: Special ID associated with the trigger. The observation ID of the event data used in this analysis is 00"Trid_ID"000. For GRBs found in ground analysis, the ID are associated with the trigger ID of the failed event data, or the full observation ID of the event data for the analysis.
## alpha: "alpha" in the cutoff power-law model (equation below).
## alpha_low: The lower limit of "alpha" (90% confidence region).
## alpha_hi: The upper limit of "alpha" (90% confidence region).
## norm: The normalization factor in the cutoff power-law model (equation below), in unit of (number of photon)/cm^2/s/keV.
## Epeak: "Epeak" in the cutoff power-law model (equation below).
## Epeak_low: The lower limit of "Epeak" (90% confidence region).
## Epeak_hi: The upper limit of "Epeak" (90% confidence region).
## norm: The normalization factor in the cutoff power-law model (equation below), in unit of (number of photon)/cm^2/s/keV.
## norm_low: The lower limit of "norm" (90% confidence region). 
## norm_hi: The upper limit of "norm" (90% confidence region).
## chi2: chi^2 from the fitting, reported by XSPEC.
## reduced_chi2: reduced chi^2 reported by XSPEC.
## null_prob: The null probability of the model, reported by XSPEC.
## enrom: The normalization energy in the cutoff power-law model (eaution below). "enorm" is set to 50 keV in all analyses.
## Exposure_time: The time interval of the spectrum, in unit of sec.
## Spectrum_start: The start time of the spectrum, relative to the BAT trigger time, in unit of sec.
## Spectrum_stop: The end time of the spectrum, relative to the BAT trigger time, in unit of sec. 
## Note -- Cutoff power-law (CPL) equation: f = norm*((E/enorm)^{alpha})*(exp(-E(2+alpha)/Epeak))
#####################################################################################
#####################################################################################
## GRBname | Trig_ID | alpha | alpha_low | alpha_hi | Epeak | Epeak_low | Epeak_hi | norm | norm_low | norm_hi | chi2 | dof | reduced_chi2 | null_prob | enorm | Exposure_time | Spectrum_start | Spectrum_stop | comment
GRB071006    |    293250    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 50.0000 | N/A | N/A | N/A |  
GRB071003    |    292934    | -8.342030e-01 | -9.412890e-01 | -5.056260e-01 | 9.998480e+03 | 0.000000e+00 | 0.000000e+00 | 5.567000e-02 | 5.248750e-02 | 7.540670e-02 | 42.53 | 56 | 0.7595 | 9.077890e-01 | 50.0000 | 1 | 0.372000 | 1.372000 |  
GRB071001    |    292826    | -1.011200e-01 | -1.313000e+00 | 1.587800e+00 | 4.382690e+01 | 3.568490e+01 | 5.938310e+01 | 6.525380e-02 | 0.000000e+00 | 6.714060e-01 | 43.79 | 56 | 0.7819 | 8.821913e-01 | 50.0000 | 1 | 48.140000 | 49.140000 |  
GRB070923    |    292004    | -9.683790e-01 | -1.500310e+00 | -3.575900e-01 | 9.999360e+03 | 0.000000e+00 | 0.000000e+00 | 4.733310e-03 | 3.442280e-03 | 2.129740e-02 | 65.76 | 56 | 1.174 | 1.747159e-01 | 50.0000 | 1 | -0.480000 | 0.520000 |  
GRB070920B   |    291728    | -1.674640e+00 | -1.925580e+00 | -1.405540e+00 | 9.999270e+03 | 1.000010e-02 | 0.000000e+00 | 6.364940e-03 | 5.387670e-03 | 1.399550e-02 | 54.52 | 56 | 0.9735 | 5.311196e-01 | 50.0000 | 1 | -1.044000 | -0.044000 |  
GRB070920A   |    291614    | -5.298090e-01 | N/A | N/A | 5.208360e+01 | N/A | N/A | 1.247970e-02 | N/A | N/A | 53.86 | 56 | 0.9618 | 5.561859e-01 | 50.0000 | 1 | 30.452000 | 31.452000 |  
GRB070917    |    291292    | -1.059740e+00 | -1.235160e+00 | -8.339190e-01 | 3.490930e+02 | 0.000000e+00 | 0.000000e+00 | 8.537650e-02 | 7.117250e-02 | 1.072460e-01 | 34.91 | 56 | 0.6234 | 9.878706e-01 | 50.0000 | 1 | 0.212000 | 1.212000 |  
GRB070913    |    290843    | 1.778960e-01 | -1.367560e+00 | 2.987200e+00 | 7.855630e+01 | 5.363020e+01 | 0.000000e+00 | 3.802560e-02 | 0.000000e+00 | 9.384760e-01 | 64.18 | 56 | 1.146 | 2.118110e-01 | 50.0000 | 1 | -0.260000 | 0.740000 |  
GRB070911    |    290624    | -9.200930e-01 | -1.211470e+00 | -6.068190e-01 | 1.860530e+02 | 1.184770e+02 | 1.464040e+03 | 4.688490e-02 | 3.447780e-02 | 6.549800e-02 | 49.97 | 56 | 0.8923 | 7.012455e-01 | 50.0000 | 1 | 36.128000 | 37.128000 |  
GRB070810B   |    287409    | -1.313280e+00 | -2.030590e+00 | -5.828440e-02 | 9.999260e+03 | 0.000000e+00 | 0.000000e+00 | 2.141370e-03 | 0.000000e+00 | 0.000000e+00 | 45.75 | 56 | 0.8170 | 8.340984e-01 | 50.0000 | 1 | -0.464000 | 0.536000 |  
GRB070810A   |    287364    | -1.247470e+00 | -1.931660e+00 | -3.397570e-01 | 6.055850e+01 | 4.623740e+01 | 0.000000e+00 | 2.781220e-02 | 1.261920e-02 | 8.739780e-02 | 55.50 | 56 | 0.9911 | 4.936807e-01 | 50.0000 | 1 | -0.112000 | 0.888000 |  
GRB070809    |    287344    | -1.333680e+00 | -1.741930e+00 | -3.404050e-01 | 1.454790e+02 | 0.000000e+00 | 0.000000e+00 | 1.255450e-02 | N/A | N/A | 52.80 | 56 | 0.9429 | 5.965792e-01 | 50.0000 | 1 | 0.076000 | 1.076000 |  
GRB070808    |    287260    | -2.727770e-01 | -9.904220e-01 | 5.912660e-01 | 1.154510e+02 | 8.303410e+01 | 3.761760e+02 | 4.024820e-02 | 1.953350e-02 | 9.343040e-02 | 59.48 | 56 | 1.062 | 3.501595e-01 | 50.0000 | 1 | 0.716000 | 1.716000 |  
GRB070805    |    287088    | -1.300830e+00 | N/A | N/A | 9.520840e+02 | N/A | N/A | 5.781120e-03 | N/A | N/A | 44.02 | 56 | 0.7860 | 8.771014e-01 | 50.0000 | 1 | 3.232000 | 4.232000 |  
GRB070802    |    286809    | -1.971160e+00 | N/A | N/A | 5.039500e+00 | N/A | N/A | 3.767920e-03 | N/A | N/A | 56.95 | 56 | 1.017 | 4.396753e-01 | 50.0000 | 1 | 6.156000 | 7.156000 |  
GRB070731    |    286574    | -5.357380e-01 | -1.430470e+00 | 7.049440e-01 | 9.584380e+01 | 6.322360e+01 | 0.000000e+00 | 2.424510e-02 | 9.106910e-03 | 9.321580e-02 | 47.30 | 56 | 0.8447 | 7.894786e-01 | 50.0000 | 1 | -0.144000 | 0.856000 |  
GRB070729    |    286373    | -2.099860e-01 | -1.018260e+00 | 1.315310e+00 | 1.818600e+02 | 0.000000e+00 | 0.000000e+00 | 1.485340e-02 | 7.249320e-03 | 6.022840e-02 | 56.64 | 56 | 1.011 | 4.510627e-01 | 50.0000 | 1 | 0.028000 | 1.028000 |  
GRB070724A   |    285948    | 4.070800e-01 | -1.413490e+00 | 3.305490e+00 | 3.877350e+01 | 2.973800e+01 | 5.492210e+01 | 1.013040e-01 | 0.000000e+00 | 7.531660e+00 | 43.70 | 56 | 0.7803 | 8.842305e-01 | 50.0000 | 1 | -0.282000 | 0.718000 |  
GRB070721B   |    285654    | -4.066250e-01 | -9.636780e-01 | 9.505770e-01 | 2.242500e+02 | 0.000000e+00 | 0.000000e+00 | 2.073480e-02 | 1.170650e-02 | 7.389670e-02 | 48.92 | 56 | 0.8736 | 7.375100e-01 | 50.0000 | 1 | -0.116000 | 0.884000 |  
GRB070721A   |    285653    | 2.572760e-01 | -1.862120e+00 | 6.469840e+00 | 2.702410e+01 | 2.369680e+01 | 3.524430e+01 | 2.264120e-01 | 0.000000e+00 | 6.049640e+03 | 45.05 | 56 | 0.8045 | 8.523157e-01 | 50.0000 | 1 | 0.120000 | 1.120000 |  
GRB070714B   |    284856    | -8.778300e-01 | -9.798520e-01 | -6.853650e-01 | 9.999360e+03 | 0.000000e+00 | 0.000000e+00 | 2.412880e-02 | 2.280050e-02 | 3.251440e-02 | 38.99 | 56 | 0.6962 | 9.592945e-01 | 50.0000 | 1 | -0.388000 | 0.612000 |  
GRB070714A   |    284850    | -1.731530e+00 | -1.994260e+00 | -5.642840e-01 | 1.096890e+01 | N/A | N/A | 3.206960e-02 | N/A | N/A | 56.86 | 56 | 1.015 | 4.426501e-01 | 50.0000 | 1 | 0.296000 | 1.296000 |  
GRB070704    |    283791    | -4.746690e-01 | -9.101020e-01 | 6.490510e-02 | 2.294430e+02 | 1.301660e+02 | 0.000000e+00 | 2.580430e-02 | 1.683670e-02 | 4.330160e-02 | 65.17 | 56 | 1.164 | 1.880417e-01 | 50.0000 | 1 | -53.100000 | -52.100000 |  
GRB070628    |    283320    | -1.374970e+00 | -1.771670e+00 | -8.761920e-01 | 8.662450e+01 | 5.783840e+01 | 0.000000e+00 | 5.657920e-02 | 3.572120e-02 | 1.044270e-01 | 61.88 | 56 | 1.105 | 2.741830e-01 | 50.0000 | 1 | 4.888000 | 5.888000 |  
GRB070621    |    282808    | -1.377550e+00 | -1.572140e+00 | -1.085650e+00 | 9.999360e+03 | 0.000000e+00 | 0.000000e+00 | 2.058570e-02 | 2.498200e-03 | 9.742340e-03 | 61.18 | 56 | 1.092 | 2.954594e-01 | 50.0000 | 1 | 21.576000 | 22.576000 |  
GRB070616    |    282445    | -1.206590e+00 | -1.333840e+00 | -1.069120e+00 | 9.999360e+03 | 0.000000e+00 | 0.000000e+00 | 1.640480e-02 | 1.525450e-02 | 2.222650e-02 | 51.70 | 56 | 0.9232 | 6.382355e-01 | 50.0000 | 1 | 139.744000 | 140.744000 |  
GRB070612B   |    282073    | 8.914180e-01 | -3.830330e-01 | 2.658640e+00 | 8.864070e+01 | 6.966080e+01 | 1.482830e+02 | 1.330530e-01 | 0.000000e+00 | 7.154040e-01 | 61.16 | 56 | 1.092 | 2.960972e-01 | 50.0000 | 1 | 0.192000 | 1.192000 |  
GRB070612A   |    282066    | 7.133060e-03 | -1.018740e+00 | 3.976950e+00 | 2.335890e+02 | 0.000000e+00 | 0.000000e+00 | 1.886250e-02 | 8.653470e-03 | 2.072130e-01 | 47.43 | 56 | 0.8470 | 7.855527e-01 | 50.0000 | 1 | 2.620000 | 3.620000 |  
GRB070611    |    282003    | 1.995060e+00 | 3.311090e+00 | -0.000000e+00 | 4.739110e+01 | 4.138030e+01 | 5.009450e+01 | 5.742100e-01 | 0.000000e+00 | 2.113200e+04 | 41.83 | 56 | 0.7469 | 9.204416e-01 | 50.0000 | 1 | 2.764000 | 3.764000 |  
GRB070531    |    280958    | -7.556740e-01 | N/A | N/A | 6.617960e+02 | N/A | N/A | 9.600150e-03 | N/A | N/A | 48.66 | 56 | 0.8689 | 7.462793e-01 | 50.0000 | 1 | 1.080000 | 2.080000 |  
GRB070529    |    280706    | -2.368990e-01 | -1.222440e+00 | 2.007650e+00 | 7.366750e+01 | 4.935660e+01 | 0.000000e+00 | 4.762880e-02 | 0.000000e+00 | 4.956870e-01 | 40.07 | 56 | 0.7156 | 9.465650e-01 | 50.0000 | 1 | 2.364000 | 3.364000 |  
GRB070521    |    279935    | -5.283350e-01 | -7.922010e-01 | -2.483370e-01 | 1.843420e+02 | 1.365220e+02 | 3.396410e+02 | 9.161300e-02 | 7.063910e-02 | 1.205080e-01 | 67.39 | 56 | 1.203 | 1.416438e-01 | 50.0000 | 1 | 30.484000 | 31.484000 |  
GRB070520B   |    279898    | -6.496370e-01 | 2.254230e+00 | 4.646460e+00 | 3.401580e+02 | N/A | N/A | 2.972350e-03 | N/A | N/A | 39.42 | 56 | 0.7039 | 9.545611e-01 | 50.0000 | 1 | 8.268000 | 9.268000 |  
GRB070520A   |    279817    | -1.868160e+00 | N/A | N/A | 7.551640e+00 | N/A | N/A | 3.023540e-03 | N/A | N/A | 38.36 | 56 | 0.6851 | 9.654584e-01 | 50.0000 | 1 | 40.500000 | 41.500000 |  
GRB070518    |    279592    | -1.808860e+00 | -2.128640e+00 | 6.396220e-01 | 3.637010e+01 | N/A | N/A | 5.892350e-03 | N/A | N/A | 59.66 | 56 | 1.065 | 3.441602e-01 | 50.0000 | 1 | 0.124000 | 1.124000 |  
GRB070517    |    279494    | -1.555920e+00 | -2.336310e+00 | -2.329050e-01 | 8.096710e+01 | N/A | N/A | 9.107090e-03 | N/A | N/A | 62.81 | 56 | 1.122 | 2.476956e-01 | 50.0000 | 1 | 1.364000 | 2.364000 |  
GRB070509    |    278903    | -1.799290e-01 | -1.456870e+00 | 1.671510e+00 | 6.117330e+01 | 4.643420e+01 | 1.706810e+02 | 2.896980e-02 | 0.000000e+00 | 2.596260e-01 | 61.74 | 56 | 1.103 | 2.784117e-01 | 50.0000 | 1 | -0.308000 | 0.692000 |  
GRB070508    |    278854    | -6.785840e-01 | -8.312000e-01 | -5.210090e-01 | 2.134910e+02 | 1.690930e+02 | 3.112790e+02 | 3.072980e-01 | 2.666400e-01 | 3.555300e-01 | 58.94 | 56 | 1.053 | 3.684315e-01 | 50.0000 | 1 | 10.848000 | 11.848000 |  
GRB070506    |    278693    | -3.416360e-02 | -1.071600e+00 | 1.359000e+00 | 4.922550e+01 | 4.056820e+01 | 6.874320e+01 | 6.804620e-02 | 0.000000e+00 | 4.643550e-01 | 52.77 | 56 | 0.9423 | 5.980254e-01 | 50.0000 | 1 | 6.156000 | 7.156000 |  
GRB070429B   |    277582    | -3.705970e-01 | -1.678630e+00 | 1.545410e+00 | 4.358580e+01 | 3.458890e+01 | 8.673500e+01 | 6.032270e-02 | 0.000000e+00 | 9.341600e-01 | 60.86 | 56 | 1.087 | 3.051910e-01 | 50.0000 | 1 | -0.438000 | 0.562000 |  
GRB070429A   |    277571    | 1.354320e+00 | -2.334920e+00 | -0.000000e+00 | 4.957170e+01 | 3.075860e+01 | 0.000000e+00 | 1.316110e-01 | 0.000000e+00 | 1.642020e+04 | 64.70 | 56 | 1.155 | 1.988940e-01 | 50.0000 | 1 | 4.000000 | 5.000000 |  
GRB070427    |    277356    | -1.045360e+00 | -1.834350e+00 | -3.220100e-02 | 4.406530e+01 | 3.308020e+01 | 8.077290e+01 | 2.998930e-02 | 0.000000e+00 | 1.210240e-01 | 39.52 | 56 | 0.7056 | 9.534204e-01 | 50.0000 | 1 | 6.800000 | 7.800000 |  
GRB070420    |    276321    | -1.009300e+00 | -1.480610e+00 | -2.483720e-01 | 1.385100e+02 | N/A | N/A | 8.885510e-02 | N/A | N/A | 49.85 | 56 | 0.8903 | 7.053055e-01 | 50.0000 | 1 | 1.404000 | 2.404000 |  
GRB070419B   |    276212    | -1.253640e+00 | -1.465080e+00 | -9.425980e-01 | 9.999350e+03 | 0.000000e+00 | 0.000000e+00 | 1.156690e-02 | 9.688970e-04 | 4.665570e-03 | 63.37 | 56 | 1.132 | 2.325325e-01 | 50.0000 | 1 | -0.280000 | 0.720000 |  
GRB070419A   |    276205    | -1.223560e+00 | -2.540200e+00 | -0.000000e+00 | 4.920120e+00 | 9.670800e+00 | 2.578520e+01 | 3.185570e-02 | 0.000000e+00 | 1.502800e+11 | 65.41 | 56 | 1.168 | 1.824259e-01 | 50.0000 | 1 | 24.500000 | 25.500000 |  
GRB070412    |    275119    | -1.006670e+00 | -2.517200e+00 | 3.717010e-01 | 1.354110e+02 | 0.000000e+00 | 0.000000e+00 | 8.608570e-03 | 4.653850e-03 | 4.597830e-02 | 58.55 | 56 | 1.045 | 3.821214e-01 | 50.0000 | 1 | 5.320000 | 6.320000 |  
GRB070411    |    275087    | -1.369550e+00 | -2.469610e+00 | -3.839970e-01 | 2.591400e+02 | 0.000000e+00 | 0.000000e+00 | 8.588650e-03 | 6.419940e-03 | 2.770580e-02 | 34.18 | 56 | 0.6103 | 9.905896e-01 | 50.0000 | 1 | 70.224000 | 71.224000 |  
GRB070406    |    274153    | -1.176890e+00 | -1.683830e+00 | -6.039760e-01 | 9.999360e+03 | 0.000000e+00 | 0.000000e+00 | 3.547540e-03 | 2.553660e-03 | 4.552910e-03 | 44.55 | 56 | 0.7955 | 8.647083e-01 | 50.0000 | 1 | -0.493000 | 0.507000 |  
GRB070330    |    273180    | -1.527380e-01 | -1.614460e+00 | 2.017970e+00 | 4.570440e+01 | 3.616450e+01 | 8.478970e+01 | 5.837830e-02 | 0.000000e+00 | 1.128710e+00 | 53.31 | 56 | 0.9520 | 5.772990e-01 | 50.0000 | 1 | -0.016000 | 0.984000 |  
GRB070328    |    272773    | -9.821010e-01 | -1.115490e+00 | -6.079960e-01 | 6.550750e+02 | 0.000000e+00 | 0.000000e+00 | 3.987380e-02 | 3.146740e-02 | 5.792800e-02 | 54.20 | 56 | 0.9678 | 5.434376e-01 | 50.0000 | 1 | 0.784000 | 1.784000 |  
GRB070326    |  00271019007 | -1.236930e-01 | -1.313740e+00 | 2.478590e+00 | 1.171800e+02 | 0.000000e+00 | 0.000000e+00 | 1.609970e-02 | 0.000000e+00 | 2.747950e-01 | 61.37 | 56 | 1.096 | 2.895578e-01 | 50.0000 | 1 | 1.000000 | 2.000000 |  
GRB070318    |    271019    | -8.063790e-01 | -1.382160e+00 | -1.243330e-01 | 1.183680e+02 | 7.687500e+01 | 0.000000e+00 | 2.422700e-02 | 1.290310e-02 | 5.135720e-02 | 62.49 | 56 | 1.116 | 2.566618e-01 | 50.0000 | 1 | 1.212000 | 2.212000 |  
GRB070306    |    263361    | -1.187610e+00 | -1.527840e+00 | -8.196750e-01 | 1.167310e+02 | 8.079570e+01 | 9.923010e+02 | 4.826110e-02 | 3.302260e-02 | 7.282680e-02 | 26.82 | 56 | 0.4790 | 9.996682e-01 | 50.0000 | 1 | 98.268000 | 99.268000 |  
GRB070227    |    262347    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 50.0000 | N/A | N/A | N/A |  
GRB070224    |    261880    | 3.007760e+00 | -1.877470e-01 | -0.000000e+00 | 3.222580e+01 | 2.493990e+01 | 4.093650e+01 | 3.039660e+00 | 0.000000e+00 | 2.161780e+05 | 46.19 | 56 | 0.8248 | 8.221464e-01 | 50.0000 | 1 | -7.500000 | -6.500000 |  
GRB070223    |    261664    | -1.731260e+00 | -2.420030e+00 | -1.077920e+00 | 9.999310e+03 | 1.000010e-02 | 0.000000e+00 | 3.287410e-03 | N/A | N/A | 55.96 | 56 | 0.9994 | 4.762275e-01 | 50.0000 | 1 | 8.036000 | 9.036000 |  
GRB070220    |    261299    | -9.134510e-01 | -1.188890e+00 | -5.830160e-01 | 2.482530e+02 | N/A | N/A | 6.521020e-02 | N/A | N/A | 52.78 | 56 | 0.9424 | 5.976964e-01 | 50.0000 | 1 | 11.860000 | 12.860000 |  
GRB070219    |    261132    | -2.067690e+00 | -2.128250e+00 | -5.650070e-01 | 3.599960e+01 | N/A | N/A | 3.711030e-03 | N/A | N/A | 64.24 | 56 | 1.147 | 2.101784e-01 | 50.0000 | 1 | 1.080000 | 2.080000 |  
GRB070209    |    259803    | 2.234110e-02 | -6.817090e+00 | 4.599200e+00 | 9.547200e+01 | 5.127900e+01 | 0.000000e+00 | 1.094170e-02 | 0.000000e+00 | 1.902830e+00 | 53.10 | 56 | 0.9483 | 5.852108e-01 | 50.0000 | 1 | -0.456000 | 0.544000 |  
GRB070208    |    259714    | -1.088710e+00 | -1.915860e+00 | -6.352320e-02 | 9.999340e+03 | 0.000000e+00 | 0.000000e+00 | 3.281450e-03 | 1.713900e-03 | 9.375500e-02 | 50.28 | 56 | 0.8979 | 6.901041e-01 | 50.0000 | 1 | 40.468000 | 41.468000 |  
GRB070129    |    258408    | -1.386670e+00 | -2.164350e+00 | 4.583310e-01 | 4.607310e+01 | N/A | N/A | 8.034220e-03 | N/A | N/A | 64.24 | 56 | 1.147 | 2.102817e-01 | 50.0000 | 1 | 310.568000 | 311.568000 |  
GRB070126    |    257741    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 50.0000 | N/A | N/A | N/A |  
GRB070125    |  N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 50.0000 | N/A | N/A | N/A |  
GRB070110    |    255445    | -9.859670e-01 | -1.791870e+00 | 9.154280e-01 | 9.898240e+01 | 0.000000e+00 | 0.000000e+00 | 8.947750e-03 | 4.019970e-03 | 9.409420e-02 | 57.68 | 56 | 1.030 | 4.127832e-01 | 50.0000 | 1 | -0.768000 | 0.232000 |  
GRB070107    |    255029    | -9.519430e-01 | -1.155770e+00 | -7.429820e-01 | 9.999000e+03 | 0.000000e+00 | 0.000000e+00 | 1.731470e-02 | 1.540510e-02 | 2.532080e-02 | 56.48 | 56 | 1.009 | 4.568299e-01 | 50.0000 | 1 | -7.240000 | -6.240000 |  
GRB070103    |    254532    | -1.353460e-01 | -1.408890e+00 | 1.511390e+00 | 4.364490e+01 | 3.588470e+01 | 6.016450e+01 | 7.650900e-02 | 0.000000e+00 | 7.028860e-01 | 64.77 | 56 | 1.157 | 1.973462e-01 | 50.0000 | 1 | -0.114000 | 0.886000 |  
GRB061222B   |    252593    | 6.433060e-02 | -1.839300e+00 | 3.191750e+00 | 3.340190e+01 | 1.397290e+01 | 4.604900e+01 | 2.359530e-01 | 0.000000e+00 | 3.981680e+01 | 59.20 | 56 | 1.057 | 3.595655e-01 | 50.0000 | 1 | 59.276000 | 60.276000 |  
GRB061222A   |    252588    | -4.868080e-01 | -6.937710e-01 | -2.696990e-01 | 2.258280e+02 | 1.673340e+02 | 3.951440e+02 | 9.782660e-02 | 8.011370e-02 | 1.204670e-01 | 55.71 | 56 | 0.9948 | 4.858729e-01 | 50.0000 | 1 | 86.240000 | 87.240000 |  
GRB061218    |    251863    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 50.0000 | N/A | N/A | N/A |  
GRB061217    |    251634    | -2.663320e-01 | -1.264380e+00 | 1.640340e+00 | 1.098460e+02 | N/A | N/A | 1.168890e-02 | N/A | N/A | 72.41 | 56 | 1.293 | 6.911319e-02 | 50.0000 | 1 | -0.342000 | 0.658000 |  
GRB061210    |    243690    | -4.781310e-01 | -8.367420e-01 | 3.558370e-01 | 3.461870e+02 | 0.000000e+00 | 0.000000e+00 | 3.155640e-02 | 2.222990e-02 | 6.527850e-02 | 48.86 | 56 | 0.8724 | 7.396927e-01 | 50.0000 | 1 | -0.230000 | 0.770000 |  
GRB061202    |    241963    | -1.225030e+00 | -1.385570e+00 | -7.820280e-01 | 3.976430e+02 | 0.000000e+00 | 0.000000e+00 | 2.312430e-02 | 1.946070e-02 | 3.723060e-02 | 47.71 | 56 | 0.8520 | 7.768184e-01 | 50.0000 | 1 | 75.040000 | 76.040000 |  
GRB061201    |    241840    | -7.557270e-01 | -9.668500e-01 | -4.549880e-01 | 1.082170e+03 | 0.000000e+00 | 0.000000e+00 | 3.300760e-02 | 2.861550e-02 | 4.158100e-02 | 54.39 | 56 | 0.9713 | 5.358670e-01 | 50.0000 | 1 | -0.074000 | 0.926000 |  
GRB061126    |    240766    | -7.638820e-01 | -9.122530e-01 | -5.040000e-01 | 6.095950e+02 | 0.000000e+00 | 0.000000e+00 | 9.586560e-02 | 8.848610e-02 | 1.229040e-01 | 83.01 | 56 | 1.482 | 1.102156e-02 | 50.0000 | 1 | 6.664000 | 7.664000 |  
GRB061121    |    239899    | -1.046300e+00 | -1.081920e+00 | -1.008170e+00 | 9.999130e+03 | 0.000000e+00 | 0.000000e+00 | 1.854530e-01 | 1.821150e-01 | 2.104570e-01 | 26.36 | 56 | 0.4708 | 9.997458e-01 | 50.0000 | 1 | 74.480000 | 75.480000 |  
GRB061110B   |    238174    | 7.033120e-02 | -1.189310e+00 | 2.736780e+00 | 1.051840e+02 | N/A | N/A | 1.263810e-02 | N/A | N/A | 48.80 | 56 | 0.8715 | 7.414508e-01 | 50.0000 | 1 | -7.856000 | -6.856000 |  
GRB061110A   |    238108    | -2.101430e+00 | -2.588690e+00 | 3.295460e-01 | 4.449610e+01 | N/A | N/A | 2.648560e-03 | N/A | N/A | 59.77 | 56 | 1.067 | 3.405209e-01 | 50.0000 | 1 | 2.116000 | 3.116000 |  
GRB061102    |    236430    | 1.751890e+00 | -2.148090e+00 | -0.000000e+00 | 4.298980e+01 | 0.000000e+00 | 0.000000e+00 | 2.014240e-01 | 0.000000e+00 | 1.317750e+04 | 50.01 | 56 | 0.8930 | 6.998965e-01 | 50.0000 | 1 | 14.664000 | 15.664000 |  
GRB061028    |    235715    | -1.065610e+00 | -1.557160e+00 | -3.345640e-01 | 9.999360e+03 | 0.000000e+00 | 0.000000e+00 | 5.556140e-03 | 3.891500e-03 | 2.812540e-02 | 58.55 | 56 | 1.046 | 3.818650e-01 | 50.0000 | 1 | 79.936000 | 80.936000 |  
GRB061027    |    235645    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 50.0000 | N/A | N/A | N/A |  
GRB061021    |    234905    | -1.134410e+00 | -1.207300e+00 | -1.050910e+00 | 9.999360e+03 | 0.000000e+00 | 0.000000e+00 | 5.283060e-02 | 5.065990e-02 | 5.500140e-02 | 69.07 | 56 | 1.233 | 1.127022e-01 | 50.0000 | 1 | 2.436000 | 3.436000 |  
GRB061019    |    234516    | -2.224770e+00 | -2.642340e+00 | -3.600540e-01 | 1.686430e+02 | N/A | N/A | 1.221070e-02 | N/A | N/A | 57.32 | 56 | 1.023 | 4.261252e-01 | 50.0000 | 1 | 3.580000 | 4.580000 |  
GRB061007    |    232683    | -5.950680e-01 | -6.986220e-01 | -4.995470e-01 | 9.934870e+02 | 0.000000e+00 | 0.000000e+00 | 1.379990e-01 | 1.250410e-01 | 1.446330e-01 | 44.80 | 56 | 0.8000 | 8.586635e-01 | 50.0000 | 1 | 45.144000 | 46.144000 |  
GRB061006    |    232585    | -8.514630e-01 | -9.234470e-01 | -7.786070e-01 | 9.999350e+03 | 0.000000e+00 | 0.000000e+00 | 4.626500e-02 | 4.444800e-02 | 6.064040e-02 | 47.91 | 56 | 0.8555 | 7.707490e-01 | 50.0000 | 1 | -23.204000 | -22.204000 |  
GRB061004    |    232339    | -1.163100e+00 | -1.604960e+00 | -6.644150e-01 | 9.057320e+01 | 6.406800e+01 | 3.823770e+03 | 3.338330e-02 | 1.972970e-02 | 6.113520e-02 | 64.86 | 56 | 1.158 | 1.951216e-01 | 50.0000 | 1 | 2.672000 | 3.672000 |  
GRB061002    |    231974    | -1.249160e+00 | -2.228830e+00 | 8.708710e-01 | 1.325010e+02 | 0.000000e+00 | 0.000000e+00 | 8.980100e-03 | 0.000000e+00 | 1.122600e-01 | 63.51 | 56 | 1.134 | 2.287893e-01 | 50.0000 | 1 | -1.392000 | -0.392000 |  
GRB060929    |    231702    | -1.287640e+00 | -1.859530e+00 | -6.641920e-01 | 9.999360e+03 | 0.000000e+00 | 0.000000e+00 | 3.733780e-03 | 2.682800e-03 | 1.853600e-02 | 59.70 | 56 | 1.066 | 3.429166e-01 | 50.0000 | 1 | 2.692000 | 3.692000 |  
GRB060927    |    231362    | -2.859710e-01 | -6.920380e-01 | 1.629760e-01 | 1.301990e+02 | 1.001300e+02 | 2.213600e+02 | 5.181320e-02 | 3.394220e-02 | 8.221680e-02 | 59.15 | 56 | 1.056 | 3.611598e-01 | 50.0000 | 1 | 0.216000 | 1.216000 |  
GRB060926    |    231231    | -1.271880e+00 | -1.997080e+00 | 5.455940e-01 | 2.258720e+01 | N/A | N/A | 3.145270e-02 | N/A | N/A | 49.33 | 56 | 0.8809 | 7.235975e-01 | 50.0000 | 1 | 0.368000 | 1.368000 |  
GRB060923C   |    230711    | -2.633540e-02 | -2.144320e+00 | -0.000000e+00 | 4.185990e+01 | N/A | N/A | 8.137170e-02 | N/A | N/A | 36.50 | 56 | 0.6518 | 9.797801e-01 | 50.0000 | 1 | 27.500000 | 28.500000 |  
